Date,volume_btc_bithumb,trade_value_krw_bithumb
2024-03-12,1745.54542805,176008080310.51685
2024-03-13,2023.34763952,206263139783.0059
2024-03-14,2036.54755256,209774212987.2198
2024-03-15,4480.70674803,442756479877.4652
2024-03-16,1709.11317132,170015220898.0156
2024-03-17,2564.29421787,247382404787.2704
2024-03-18,1745.85284712,172527538681.66965
2024-03-19,3178.66665902,302669188734.4012
2024-03-20,3279.07194864,303487800200.66504
2024-03-21,2660.2745729,258207039036.5586
2024-03-22,2053.22905392,193906637250.19913
2024-03-23,1333.74924893,124095220379.84415
2024-03-24,927.01822448,87201314492.75711
2024-03-25,1482.14547783,143014250100.0168
2024-03-26,2027.4046655,202237149385.83322
2024-03-27,1842.70198774,184432351582.82114
2024-03-28,1592.57116104,158994205211.352
2024-03-29,1103.76127375,110695356301.54788
2024-03-30,733.40870408,73072055097.56876
2024-03-31,547.56570881,54803763404.78086
2024-04-01,1119.28860995,111812144807.45172
2024-04-02,2408.75701114,233798894359.50854
2024-04-03,1376.29255042,132161132895.27652
2024-04-04,1141.68787229,110005244187.26947
2024-04-05,1375.56634417,135043603622.71909
2024-04-06,533.83862727,52376902024.47263
2024-04-07,634.41841695,63008259879.07603
2024-04-08,1438.55712415,145364116882.3982
2024-04-09,1136.98554555,114583915404.72052
2024-04-10,1221.65023051,120574861919.02611
2024-04-11,1108.11267862,111372292579.58852
2024-04-12,747.52260881,75296055190.46512
2024-04-13,1915.13399768,189533884410.7467
2024-04-14,2762.69864173,268126850776.12683
2024-04-15,1616.05356552,158150685875.56424
2024-04-16,2082.07028232,198206428334.12106
2024-04-17,1641.62494097,154442732135.34644
2024-04-18,2148.52677733,196227819293.22037
2024-04-19,2375.34833198,220013294887.9955
2024-04-20,853.78145957,79861976343.06155
2024-04-21,858.52084132,81552025792.13385
2024-04-22,882.42507864,84206682592.14597
2024-04-23,1022.60446028,98457657973.65648
2024-04-24,881.22396366,84237630681.50601
2024-04-25,1390.22115395,128987184324.19884
2024-04-26,790.47943877,73095172749.37402
2024-04-27,784.5947901,71414293469.00008
2024-04-28,480.27548246,43906625120.8384
2024-04-29,1254.65962881,112281094261.57567
2024-04-30,1599.59090333,142974407059.16116
2024-05-01,3153.51512288,263565345822.11096
2024-05-02,2058.81872987,169164076296.02905
2024-05-03,1800.28857841,152682835158.59167
2024-05-04,1499.22682493,133458270367.62529
2024-05-05,843.7813062,75697079289.69183
2024-05-06,1032.28163766,93191255756.49637
2024-05-07,971.57725586,86633902199.1092
2024-05-08,990.5908663,86982313663.62987
2024-05-09,1109.67844487,95616781993.3905
2024-05-10,1215.35581428,106090723755.75407
2024-05-11,739.3158905,63322454978.51457
2024-05-12,383.7591848,32990517901.1894
2024-05-13,909.71871558,79123437638.18353
2024-05-14,861.4700617,75036623088.34306
2024-05-15,1348.69046197,119367063165.28015
2024-05-16,1338.75348556,122591812279.78346
2024-05-17,1138.04182423,103712131855.05757
2024-05-18,708.26303256,65688365115.10363
2024-05-19,573.38881734,53336369893.74196
2024-05-20,635.74314745,58790438623.22507
2024-05-21,1889.65705927,182121456854.9331
2024-05-22,837.78166168,80482127537.01083
2024-05-23,883.79173972,84471470422.96931
2024-05-24,973.17055017,91625127392.41093
2024-05-25,457.46509162,43800043969.74127
2024-05-26,405.40229517,38937660580.31531
2024-05-27,676.34160149,64660929459.23909
2024-05-28,1040.20058987,99054794842.29416
2024-05-29,626.40489681,59035957283.48816
2024-05-30,745.23042259,70150130318.87692
2024-05-31,597.14597382,56835951879.89612
2024-06-01,277.7633229,26216438070.61218
2024-06-02,356.59459961,33832997382.17874
2024-06-03,714.551273,68594109386.91951
2024-06-04,602.5065543,57963478946.67793
2024-06-05,929.82492627,90987065244.84221
2024-06-06,653.30446353,64379212745.68529
2024-06-07,799.28484701,78936827385.72047
2024-06-08,707.30246851,69293940585.6936
2024-06-09,387.8192803,37954689108.93439
2024-06-10,417.70989111,40689136180.64517
2024-06-11,1062.31741557,101150027035.76431
2024-06-12,1045.65536311,100084923769.94502
2024-06-13,924.44936809,88482695697.19547
2024-06-14,631.43329706,59715033019.81507
2024-06-15,568.83490523,53333020086.76586
2024-06-16,290.05094522,27252404854.88337
2024-06-17,754.49763666,70063227621.26363
2024-06-18,823.74169036,76043955464.07854
2024-06-19,629.00432472,57677876991.54707
2024-06-20,510.93797626,47127011360.68601
2024-06-21,921.67158799,83427769408.83229
2024-06-22,262.53182989,23747374061.30975
2024-06-23,174.76935729,15881141324.3813
2024-06-24,1332.69130682,117057885412.52228
2024-06-25,1505.26155352,128842094975.96559
2024-06-26,720.040418,62739278763.67075
2024-06-27,566.05501476,48851128159.49748
2024-06-28,549.07431587,47496187233.14654
2024-06-29,361.26122257,30849535743.15841
2024-06-30,345.37723485,29783640084.57049
2024-07-01,701.01137428,61922654656.14012
2024-07-02,473.59393325,41761031046.27088
2024-07-03,774.89162386,66528876419.2031
2024-07-04,1449.5450387,120264826003.23067
2024-07-05,2491.13025254,198638307727.2582
2024-07-06,849.40398884,68563191596.18698
2024-07-07,756.93228181,62011691040.18466
2024-07-08,1554.75685115,124224404542.18677
2024-07-09,979.95620836,79165617145.07036
2024-07-10,941.63755678,77529774304.28716
2024-07-11,862.46406193,70825900078.94159
2024-07-12,710.28155863,57494474807.00224
2024-07-13,524.71586816,42956184348.29404
2024-07-14,802.72744548,67210073157.07615
2024-07-15,1222.22021802,106331090500.7613
2024-07-16,1673.6058903,149737255498.06207
2024-07-17,1269.59792632,115375352638.97069
2024-07-18,930.33602619,83963549997.78635
2024-07-19,937.23784944,84333638084.10243
2024-07-20,986.34720215,91928118445.21199
2024-07-21,690.40487903,64971057478.33576
2024-07-22,854.59239852,80665250979.77592
2024-07-23,694.30234815,65054055516.58056
2024-07-24,669.3953531,61876024995.62937
2024-07-25,853.21025812,77217261283.9364
2024-07-26,791.38106455,73844947298.68602
2024-07-27,608.21955911,57961182123.18588
2024-07-28,895.26285002,84999963287.52638
2024-07-29,727.55641131,70025093642.19896
2024-07-30,959.45317404,89738004748.60677
2024-07-31,571.08603785,52796084491.54588
2024-08-01,1087.16999441,98408575057.78429
2024-08-02,1094.21046696,98520431125.38689
2024-08-03,1244.97390936,108683715362.16641
2024-08-04,883.59709637,75459001525.99956
2024-08-05,5640.99831374,433354577639.1092
2024-08-06,2605.95766803,206484339445.23553
2024-08-07,1137.07117355,91759043305.58037
2024-08-08,1453.44166407,116380280318.00319
2024-08-09,1392.59149338,118693045868.18443
2024-08-10,500.46979689,42640489601.48731
2024-08-11,476.63571547,40676403021.34586
2024-08-12,1434.85795185,118787210252.45361
2024-08-13,692.74632168,57495305702.52295
2024-08-14,939.1248757,79394774539.30629
2024-08-15,890.47641404,73272243420.61234
2024-08-16,1027.65686156,83383652815.47191
2024-08-17,459.83827129,37892380048.69215
2024-08-18,443.68323236,36863530959.36373
2024-08-19,859.84990069,69813209470.97137
2024-08-20,742.5439376,61061869378.27254
2024-08-21,806.974133,65328950294.98715
2024-08-22,748.34019988,61720110505.90068
2024-08-23,650.65301481,53772583857.77762
2024-08-24,972.01869089,82903343197.44109
2024-08-25,447.66792278,38352650104.09047
2024-08-26,598.84422847,51286071851.43377
2024-08-27,559.18305935,47138763750.67039
2024-08-28,1458.61722596,118308893405.73965
2024-08-29,874.3358961,70531640884.5345
2024-08-30,912.01707642,73488254591.13751
2024-08-31,598.29710855,47917702034.96074
2024-09-01,738.59608345,58778063760.77394
2024-09-02,770.24487404,60801047787.66899
2024-09-03,1106.27398239,88360023665.49193
2024-09-04,2316.63997049,179441201244.10797
2024-09-05,2436.80202549,189460586765.8049
2024-09-06,3284.81591042,249259420848.85516
2024-09-07,2484.98666237,182413644331.47534
2024-09-08,1048.58934998,77406815285.45436
2024-09-09,2432.99182667,181593458152.44934
2024-09-10,3128.31256531,240689397363.84192
2024-09-11,2732.64802593,210193162500.54144
2024-09-12,2720.355537,211804273308.20282
2024-09-13,1962.29606404,153283011928.49173
2024-09-14,2612.23005561,209883775492.67886
2024-09-15,1160.5081973,93574575349.405
2024-09-16,2876.76691283,228103323002.09756
2024-09-17,2781.09502274,219416380974.75195
2024-09-18,3739.93209418,303331668158.8267
2024-09-19,5868.54553707,484437684466.5081
2024-09-20,3602.75603764,304504603119.4414
2024-09-21,421.24398691,35509586362.32677
2024-09-22,431.62450183,36293303167.55754
2024-09-23,988.6485939,84095320468.40112
2024-09-24,655.4804613,55464809971.62144
2024-09-25,690.01243276,58774479115.22408
2024-09-26,794.35631413,67515054091.10343
2024-09-27,858.56085192,74178454743.57098
2024-09-28,514.54668043,44690839601.35702
2024-09-29,317.6196125,27477025503.70691
2024-09-30,1080.49887144,91415129648.26125
2024-10-01,2917.8340116,244684902254.1788
2024-10-02,4566.30435923,374734122477.9259
2024-10-03,2820.42831069,231343192773.36194
2024-10-04,2450.76893938,202406205722.75504
2024-10-05,1342.94795294,112692401653.87946
2024-10-06,910.18479939,76325594261.9075
2024-10-07,2459.61403004,209235375518.41156
2024-10-08,2655.58855772,224788919740.51038
2024-10-09,1955.9597475,164617717491.76486
2024-10-10,2619.7821874,216875185163.54327
2024-10-11,2914.53174843,239542795022.35706
2024-10-12,2442.66811861,206973376542.64096
2024-10-13,1584.68583254,134411733011.57634
2024-10-14,3559.08572449,308253619658.1376
2024-10-15,4700.13600515,418015162360.14874
2024-10-16,4756.35122645,431479927119.72186
2024-10-17,2947.64483431,270032681853.36652
2024-10-18,3289.62913294,303386403434.8213
2024-10-19,2148.33691107,200458159138.73618
2024-10-20,1643.67542659,153336355044.27298
2024-10-21,3406.37110123,318496431732.46075
2024-10-22,2863.78168367,264211550714.81696
2024-10-23,2139.736877,197756307814.09653
2024-10-24,2961.87088191,274152711250.8445
2024-10-25,2703.9589863,254555757961.17065
2024-10-26,3091.83968203,289671845785.51733
2024-10-27,1053.31437596,99158663415.442
2024-10-28,2366.2823114,225613665163.64767
2024-10-29,4321.23145385,425031184755.0924
2024-10-30,4094.99169837,411716493046.18665
2024-10-31,2719.21840414,272270706173.59662
2024-11-01,4480.63744638,437946346366.6165
2024-11-02,2597.09984017,253002839420.22604
2024-11-03,2678.52457812,256938355628.43988
2024-11-04,3108.27864458,297313985843.1047
2024-11-05,4112.78453877,391720182793.0901
2024-11-06,12848.86798223,1293869247092.6956
2024-11-07,4731.38852582,489280295244.0137
2024-11-08,4006.91093627,419881287222.3958
2024-11-09,2946.58715702,313805737499.88196
2024-11-10,4898.507306,532996035009.50165
2024-11-11,6808.5254271,767050015367.2833
2024-11-12,14330.34985221,1759769310879.3203
2024-11-13,8000.80606457,1002908573989.0217
2024-11-14,9915.98895772,1276349844716.6912
2024-11-15,7120.98068346,894842189203.6808
2024-11-16,4438.9042367,566943839338.3959
2024-11-17,3515.81003242,446574489525.37854
2024-11-18,1600.57204993,203553153742.55533
2024-11-19,1592.73048623,204241169335.91068
2024-11-20,1963.36071988,255985717465.3995
2024-11-21,3099.70808609,420077487719.94684
2024-11-22,2461.08530266,337008365372.1404
2024-11-23,1359.23647549,185652101592.96378
2024-11-24,1952.63360108,263191230391.31842
2024-11-25,1376.46214352,185515814970.7119
2024-11-26,2581.69803649,337181953830.32916
2024-11-27,1350.6003406,175172683551.49347
2024-11-28,1211.63304316,161210880797.71976
2024-11-29,948.06162269,127061747398.45976
2024-11-30,1047.5962672,141019129024.64276
2024-12-01,723.95218971,97293421004.0281
2024-12-02,1469.35657416,197309954606.31256
2024-12-03,3203.7813786,412631509278.0514
2024-12-04,2447.34281765,326431502496.00073
2024-12-05,3502.02114743,495092587978.9442
2024-12-06,2746.33398909,379883964792.0435
2024-12-07,1158.59457541,161606467923.2997
2024-12-08,665.38057688,92752414001.68619
2024-12-09,1118.93499638,156037520754.69525
2024-12-10,2088.56408704,288919000044.8182
2024-12-11,1579.25522295,218654672738.73895
2024-12-12,1461.96503698,209227486080.12735
2024-12-13,871.12540728,124814229011.16725
2024-12-14,995.02087127,144104765129.25568
2024-12-15,1035.61813385,152206875080.6062
2024-12-16,1623.97861223,244478286295.38293
2024-12-17,1736.03789108,267773145776.22772
2024-12-18,1914.27349426,294506625309.8925
2024-12-19,2375.8067081,358660225303.4147
2024-12-20,3295.91988626,477821323856.0998
2024-12-21,1622.60806421,238770004978.60217
2024-12-22,668.1914064,98019862735.17633
2024-12-23,967.16653754,139535137990.52798
2024-12-24,1309.81207024,186473697267.50616
2024-12-25,1059.23443742,155498654388.1106
2024-12-26,986.88930103,144254401979.13153
2024-12-27,790.48956141,114232503574.67578
2024-12-28,560.22553111,79658922054.93124
2024-12-29,375.28211672,53233718600.14153
2024-12-30,1018.91898069,141667013054.2808
2024-12-31,1180.76806994,164287758528.45398
2025-01-01,580.23636904,81402798694.21565
2025-01-02,978.88846425,139235941309.94147
2025-01-03,677.06978149,97217294622.19202
2025-01-04,591.54238645,85615184394.72002
2025-01-05,461.26243062,66660645314.06988
2025-01-06,817.61001294,119347885156.3903
2025-01-07,1046.34681506,155982306282.4056
2025-01-08,1535.23497229,221101081644.30832
2025-01-09,1112.81036331,156762900914.54626
2025-01-10,1092.64956084,154315027181.48242
2025-01-11,440.92226665,62642879273.20585
2025-01-12,398.36744296,56433414325.73683
2025-01-13,1052.96719856,147473324905.4822
2025-01-14,951.65813196,135644374229.63876
2025-01-15,883.06680678,127642688183.07544
2025-01-16,1125.66343839,164623758330.01593
2025-01-17,1339.29557311,199503506847.14713
2025-01-18,1418.46731307,218164249787.29755
2025-01-19,1521.2630118,239722224736.40207
2025-01-20,2981.64361226,470791479596.34344
2025-01-21,2140.55810928,331713836805.57275
2025-01-22,809.59242505,126910576728.4344
2025-01-23,879.00571972,135561728597.23563
2025-01-24,1269.1151797,198263498226.5673
2025-01-25,588.21192521,92614716606.62083
2025-01-26,282.66641256,44451698636.86322
2025-01-27,1565.50885176,241374946791.34955
2025-01-28,679.78311474,105408878424.81686
2025-01-29,440.08371174,68657053119.24754
2025-01-30,867.36973602,137865314905.1048
2025-01-31,544.03759184,86368885322.45284
2025-02-01,696.84780773,109375558629.4759
2025-02-02,841.85058326,131351219202.07208
2025-02-03,2968.8306962,449095876667.5844
2025-02-04,1812.79883241,283923406753.00714
2025-02-05,852.25914248,131023174993.8696
2025-02-06,630.44655737,96046047906.09277
2025-02-07,987.32904541,148833933860.96182
2025-02-08,644.81882712,96315147524.96155
2025-02-09,528.98994281,78480190859.00352
2025-02-10,627.93318075,92519834291.18272
2025-02-11,512.95028145,75793066941.59583
2025-02-12,911.1105703,132384367191.65791
2025-02-13,709.52106252,103753705103.4532
2025-02-14,539.01189082,78497522191.15768
2025-02-15,459.133886,67331086792.82146
2025-02-16,242.09301442,35555757888.82662
2025-02-17,401.44500674,58358776651.12788
2025-02-18,554.16358091,79975427825.62471
2025-02-19,703.9079362,100608340494.31361
2025-02-20,408.74862665,58882617059.34278
2025-02-21,493.27053957,71650039915.91026
2025-02-22,685.19153436,97904540428.05907
2025-02-23,347.60954579,49210422974.73866
2025-02-24,706.72539466,98792679928.4419
2025-02-25,3288.87600384,433003045861.32526
2025-02-26,1529.66319393,195381700866.12134
2025-02-27,1900.41718946,236485237617.32855
2025-02-28,2451.75209911,294690505504.8955
2025-03-01,1575.57422603,197796501362.3916
2025-03-02,890.81424946,113865172697.63525
2025-03-03,3705.98954987,510983653145.36743
2025-03-04,2443.61886314,315242521069.7178
2025-03-05,1748.31744238,229297341817.36353
2025-03-06,1390.33903902,187713588976.6531
2025-03-07,1799.10089672,237181752422.71652
2025-03-08,1228.43362879,159381789317.72433
2025-03-09,755.7722547,95615537574.5413
2025-03-10,1890.04898282,230523361534.44913
2025-03-11,2069.26968966,245083397176.42075
2025-03-12,1180.49764971,144760454711.34033
2025-03-13,769.8345671,94430649455.51932
2025-03-14,757.26232324,91727324591.93443
2025-03-15,610.84819293,75952578785.52489
2025-03-16,355.0640154,43651875288.57851
2025-03-17,554.81400913,67861928480.78842
2025-03-18,604.81515553,73585329524.31049
2025-03-19,526.81562659,64291996889.22941
2025-03-20,877.79714542,110343170563.50128
2025-03-21,500.09624789,62245246179.83328
2025-03-22,204.24245497,25393499450.1176
2025-03-23,244.29736119,30472922554.49354
2025-03-24,594.52734643,76363459384.10184
2025-03-25,576.56601272,74345925153.25658
2025-03-26,526.24741376,67996845232.27354
2025-03-27,486.9361415,62555715118.56435
2025-03-28,625.68913864,79589971789.69241
2025-03-29,536.70067216,66652437499.83894
2025-03-30,286.2731038,35428610150.31734
2025-03-31,564.73421477,69207373431.71889
2025-04-01,628.43309767,77899107401.9836
2025-04-02,648.93294746,81773663248.00906
2025-04-03,1383.95295332,173048462790.50693
2025-04-04,972.53753572,119076737727.2814
2025-04-05,549.57239118,67779267243.0204
2025-04-06,290.07410713,35592005195.39164
2025-04-07,2923.06919762,340694742756.99347
2025-04-08,1139.82974049,134802636353.33415
2025-04-09,1555.13697538,179147072137.28885
2025-04-10,1535.76683118,185354766505.04346
2025-04-11,982.28288284,116960046747.52805
2025-04-12,570.11317812,69339565634.1375
2025-04-13,631.02324789,77704997288.38545
2025-04-14,708.45939566,86829624230.02019
2025-04-15,680.80371185,84137750835.0586
2025-04-16,616.14405786,75294172989.81522
2025-04-17,539.7935497,65969495889.34496
2025-04-18,311.72722099,38218594103.16902
2025-04-19,213.82457278,26258996330.90195
2025-04-20,277.04485044,33921778062.35866
2025-04-21,947.57197668,118329791927.53674
2025-04-22,966.4852307,123200957502.58113
2025-04-23,1392.84164045,185303881155.52515
2025-04-24,799.11223499,106557646440.18303
2025-04-25,733.70694739,99270930482.72997
2025-04-26,494.02226486,67491319731.73703
2025-04-27,358.32242321,48811513736.41056
2025-04-28,662.43799676,89994957828.00146
2025-04-29,514.15147377,70205441125.02536
2025-04-30,615.19769789,83734742597.12347
2025-05-01,639.2199612,87807188634.6189
2025-05-02,758.15807769,105464399168.94453
2025-05-03,286.23625181,39529069818.0063
2025-05-04,212.25539095,29182149469.0546
2025-05-05,564.4777267,76082816001.75896
2025-05-06,365.2035332,49050022567.52887
2025-05-07,574.14745835,78509792556.28555
2025-05-08,946.25000661,131576551336.69781
2025-05-09,1434.14912384,206335369839.10303
2025-05-10,430.88001886,62243364153.21059
2025-05-11,654.76052888,94922889501.96664
2025-05-12,855.63000563,124886821482.63785
2025-05-13,791.89602341,114674506531.94849
2025-05-14,632.66220544,92238810215.39787
2025-05-15,593.69298263,85990291061.48665
2025-05-16,633.84119716,92624764805.64288
2025-05-17,432.60398885,63364053610.29519
2025-05-18,397.95407546,58668119649.00995
2025-05-19,1081.10394301,159995659384.46667
2025-05-20,755.33790538,112488658405.17514
2025-05-21,1017.96203244,152841576700.37558
2025-05-22,1643.99428604,251221749443.0207
2025-05-23,1099.20516084,168269809169.60883
2025-05-24,579.34943806,87485971176.86642
2025-05-25,331.48724391,49991175268.66042
2025-05-26,514.93931193,78195635552.78694
2025-05-27,701.00916189,106421106944.06657
2025-05-28,522.53876712,79055794930.93835
2025-05-29,657.74255993,98783161933.88672
2025-05-30,715.51700773,105899575112.71725
2025-05-31,514.00883891,75565106530.6432
2025-06-01,235.65150497,34829963259.21304
2025-06-02,456.0733682,67288394739.26153
2025-06-03,359.79122457,53095980586.38918
2025-06-04,368.44545823,54105280135.30889
2025-06-05,401.9020002,58331605061.83282
2025-06-06,687.13966151,98062951671.60793
2025-06-07,248.82971514,36229502709.77121
2025-06-08,198.54744506,29006946188.67467
2025-06-09,417.45169458,61271578593.26874
2025-06-10,567.05106851,84960842509.95648
2025-06-11,412.77445542,62134301532.93289
2025-06-12,549.72613364,81711872580.06386
2025-06-13,865.93402508,125735435598.85384
2025-06-14,268.26252178,39270872142.27939
2025-06-15,264.87530937,38695083544.67402
2025-06-16,382.43046373,56106114410.72256
2025-06-17,546.54193443,80365590123.51842
2025-06-18,447.55859979,64970867584.41943
2025-06-19,305.19673731,44329730853.01748
2025-06-20,403.83303217,58679913516.49378
2025-06-21,326.68365503,47046561657.27852
2025-06-22,1017.86071177,144378069046.27512
2025-06-23,855.31037246,119965358673.91103
2025-06-24,884.93423182,127925702487.42235
2025-06-25,460.29731229,67493650860.62329
2025-06-26,361.42867999,53296554057.33815
2025-06-27,314.85856018,46278737644.87464
2025-06-28,182.67170108,26880976225.92802
2025-06-29,218.6694659,32293123813.06114
2025-06-30,331.13975846,48804963413.22953
2025-07-01,410.19162381,59817045014.56252
2025-07-02,423.03850329,61760353296.62836
2025-07-03,690.38828584,102494796087.04205
2025-07-04,384.06271583,57016744109.68742
2025-07-05,229.00078342,33793104862.64385
2025-07-06,190.86522349,28229787027.15458
2025-07-07,392.40466344,58171638759.80212
2025-07-08,328.08791163,48519960233.09993
2025-07-09,379.37823165,56343551143.24087
2025-07-10,742.4447227,111835571572.92026
2025-07-11,1695.5655735,266633218173.7261
2025-07-12,722.95671363,114563940463.77003
2025-07-13,506.65879508,81107901601.77477
2025-07-14,1279.447023,210073615891.10352
2025-07-15,1135.67679088,183331019443.46634
2025-07-16,705.89836191,113817589641.20186
2025-07-17,993.13915874,160679710591.66052
2025-07-18,1238.39772518,201374847706.17816
2025-07-19,429.1396991,69235646609.53473
2025-07-20,431.79564962,69709481568.62547
2025-07-21,890.59588111,143412525538.95557
2025-07-22,1056.49907629,169793177348.04355
2025-07-23,713.7374617,115325945292.96242
2025-07-24,1000.95440913,161095708395.669
2025-07-25,1055.97491791,168109774449.905
2025-07-26,445.90046737,71378757667.49522
2025-07-27,242.3121834,39057830674.91861
2025-07-28,503.44177311,81726483722.68152
2025-07-29,538.95475001,87802735430.58064
2025-07-30,386.67227496,62991331519.58784
2025-07-31,478.86038231,78106762441.35745
2025-08-01,1100.55553762,177169847672.76746
2025-08-02,670.85664804,106445851586.73428
2025-08-03,565.97495962,89662280878.97043
2025-08-04,476.84775713,76380029312.6095
2025-08-05,493.38238358,78840578829.37044
2025-08-06,429.20437705,68397971054.86367
2025-08-07,502.71307393,80726041742.82274
2025-08-08,635.58094255,102366778716.13356
2025-08-09,523.21133384,84001910721.92195
2025-08-10,748.18221097,120959523668.20789
2025-08-11,1259.77248262,208196613392.82016
2025-08-12,710.06527528,116539572819.6604
2025-08-13,930.31464209,153039454587.6141
2025-08-14,1732.18580509,288211636040.3942
2025-08-15,665.23037935,109387620445.12003
2025-08-16,416.03609965,68014145251.41696
2025-08-17,251.36781373,41117636728.86388
2025-08-18,821.08421999,132458514711.55746
2025-08-19,618.66937292,99386909316.81592
2025-08-20,841.80182295,133343333649.68823
2025-08-21,507.86922514,80679197893.58871
2025-08-22,951.08764432,151407193720.72244
2025-08-23,889.03529787,142931253912.81406
2025-08-24,370.81727868,59158237460.00226
2025-08-25,1306.96991129,205095147921.70865
2025-08-26,888.97606393,138344594861.6856
2025-08-27,717.57475502,111725470242.20227
2025-08-28,519.58951952,81408561309.53596
2025-08-29,916.18131867,141338089528.90173
2025-08-30,940.46144809,142418957306.66437
2025-08-31,398.99745361,60446583990.38962
2025-09-01,760.73211464,114724513310.48065
2025-09-02,698.2665959,106772446945.35147
2025-09-03,495.48250749,76708540693.81764
2025-09-04,354.09535041,54800177067.17791
2025-09-05,752.51686364,117439156659.6797
2025-09-06,281.07698875,43612675111.06501
2025-09-07,255.74950958,39584964420.47637
2025-09-08,475.27401724,73872820621.80167
2025-09-09,605.56634468,94543613605.34747
2025-09-10,768.94831802,120184766435.04514
2025-09-11,664.22712502,105379741634.55418
2025-09-12,683.67842689,109600180890.46606
2025-09-13,548.52470243,88220033873.07198
2025-09-14,356.74547913,57201748325.81747
2025-09-15,626.60789119,100573936913.61517
2025-09-16,379.49314002,60941338252.8444
2025-09-17,549.35465142,89024875667.03265
2025-09-18,785.24009523,127263268072.89865
2025-09-19,436.63089815,71003743239.08269
2025-09-20,242.0418523,39238438013.51192
2025-09-21,203.55824613,32978707087.66995
2025-09-22,951.42369916,152510458483.82895
2025-09-23,548.04534014,87849501869.9888
2025-09-24,456.5163026,73008996920.4704
2025-09-25,472.86471617,75718472649.82085
2025-09-26,605.96103409,96052684083.51572
2025-09-27,381.8822202,60260964638.40099
2025-09-28,166.11031268,26205850406.3401
2025-09-29,556.59288362,89354355726.15302
2025-09-30,545.43706934,88630329123.90166
2025-10-01,811.95121706,133424135275.59262
2025-10-02,948.700242,159721813866.26505
2025-10-03,722.80464553,123062841563.99316
2025-10-04,879.41338724,152691684774.57193
2025-10-05,1053.13047375,185582622086.5204
2025-10-06,732.7292493,129793918901.67143
2025-10-07,792.02024364,140590726887.2161
2025-10-08,852.03333831,150457673975.02536
2025-10-09,756.99141066,134841969103.98692
2025-10-10,606.23166771,107397405817.78745
2025-10-11,3630.79443322,624847491238.1412
2025-10-12,839.79071926,143104843371.22427
2025-10-13,1086.03021888,188086462487.96646
2025-10-14,975.54217737,165825983461.95468
2025-10-15,622.09179894,105433020220.20595
2025-10-16,670.14401987,112975106015.47185
2025-10-17,1602.82566101,261899664021.62607
2025-10-18,544.45482248,89180682836.66528
2025-10-19,384.20266506,62644745197.45964
2025-10-20,542.54633166,89883343219.55498
2025-10-21,569.50672649,93535872918.57051
2025-10-22,714.14155726,117762505618.63199
2025-10-23,400.76324573,65765427147.78986
2025-10-24,549.67201635,91212892812.7653
2025-10-25,241.70301905,40104385714.64767
2025-10-26,407.58086667,68206324853.46585
2025-10-27,627.35485226,106595693347.69244
2025-10-28,438.53675797,74258860759.56413
2025-10-29,559.8230917,94102687599.49309
2025-10-30,951.60904655,156537328440.2684
2025-10-31,560.25498214,91878196773.82283
2025-11-01,359.2782188,58991300211.11232
2025-11-02,210.49360249,34583906667.97103
2025-11-03,809.18795709,130625510663.96584
2025-11-04,1531.62779709,240384413258.51245
2025-11-05,2040.81570031,307945963174.4983
2025-11-06,801.71302081,124029948756.01512
2025-11-07,767.524121,116012807209.22598
2025-11-08,582.03711053,88964064819.35625
2025-11-09,292.24889105,44515649818.7976
2025-11-10,704.60272663,110329978183.19112
2025-11-11,518.45218749,81248730749.43327
2025-11-12,502.76491393,77945231149.42168
2025-11-13,693.28638295,106363249816.10162
2025-11-14,2034.9960048,300590533810.9563
2025-11-15,822.29825348,119234390054.02147
2025-11-16,487.93701258,70266242773.19252
2025-11-17,1239.46564308,174863017197.55438
2025-11-18,2016.24400188,273487336280.7125
2025-11-19,926.25936114,126819148709.43913
2025-11-20,876.08774272,119000296284.00128
2025-11-21,3008.69750584,382872642044.30334
2025-11-22,899.65882341,114184644779.9232
2025-11-23,938.848438,121747633079.04263
2025-11-24,829.83196419,109102813558.95291
2025-11-25,897.87048298,118310897365.90175
2025-11-26,599.60504722,78308582077.93842
2025-11-27,1196.20194906,161939415797.8869
2025-11-28,735.98074099,100663919141.76988
2025-11-29,456.30640983,62312662640.70839
2025-11-30,377.88386188,51554536275.95992
2025-12-01,1490.61733293,194723796521.77695
2025-12-02,966.06313399,124726572535.328
2025-12-03,1408.47238114,193230825869.88107
2025-12-04,728.28926042,100810044189.50204
2025-12-05,632.44393976,86525105458.36101
2025-12-06,501.58723035,67161276713.85246
2025-12-07,354.36012238,47236681959.59336
2025-12-08,692.40084337,93840464006.46936
2025-12-09,494.58117227,66470307313.87564
2025-12-10,830.17088174,114215948391.28741
2025-12-11,877.31168025,119407248123.63615
2025-12-12,636.21451718,87009041506.6522
2025-12-13,459.13555913,61969997272.47615
2025-12-14,302.0463051,40459031799.46104
2025-12-15,616.22559101,81740548987.17622
2025-12-16,1097.13540027,141491378425.95898
2025-12-17,545.46808338,71029165825.44463
2025-12-18,1020.75321927,132963490336.938
2025-12-19,1160.24173529,149829492617.9607
2025-12-20,541.10012158,70984377504.34775
2025-12-21,324.35834996,42635031153.32921
2025-12-22,669.59855676,88922442204.1858
2025-12-23,700.47798814,92135426304.97073
2025-12-24,640.6136662,82960321994.09268
2025-12-25,225.54879277,29107900529.67754
